"country","iso","year","total","coal","oil","gas","cement","flaring","other"
"Brazil","BRA",1945,0,0,0,0,0,0,0
"Brazil","BRA",1946,0,0,0,0,0,0,0
"Brazil","BRA",1947,0,0,0,0,0,0,0
"Brazil","BRA",1948,0,0,0,0,0,0,0
"Brazil","BRA",1949,0,0,0,0,0,0,0
"Brazil","BRA",1950,0.364358,0.118296,0.233128,0.000068,0.012731,0.000136,0
"Brazil","BRA",1951,0.389619,0.112904,0.263442,0.000066,0.012944,0.000264,0
"Brazil","BRA",1952,0.43528,0.104884,0.316121,0.000064,0.013956,0.000256,0
"Brazil","BRA",1953,0.427245,0.095209,0.314052,0.000124,0.016991,0.000869,0
"Brazil","BRA",1954,0.487865,0.094559,0.370706,0.000241,0.020312,0.002048,0
"Brazil","BRA",1955,0.542634,0.093488,0.425135,0.000234,0.021849,0.001928,0
"Brazil","BRA",1956,0.566301,0.078444,0.460006,0.000283,0.025018,0.002551,0
"Brazil","BRA",1957,0.539658,0.075412,0.435871,0.000495,0.025188,0.002693,0
"Brazil","BRA",1958,0.568173,0.057463,0.47799,0.000959,0.02723,0.004531,0
"Brazil","BRA",1959,0.55046,0.057947,0.45815,0.001292,0.026765,0.006306,0
"Brazil","BRA",1960,0.640993,0.067924,0.533816,0.001554,0.030231,0.007469,0
"Brazil","BRA",1961,0.65211,0.062117,0.550541,0.001508,0.030647,0.007296,0
"Brazil","BRA",1962,0.690549,0.07304,0.57766,0.001416,0.031729,0.006704,0
"Brazil","BRA",1963,0.69425,0.06781,0.586997,0.002063,0.031191,0.00619,0
"Brazil","BRA",1964,0.687627,0.075001,0.571325,0.00196,0.032572,0.00677,0
"Brazil","BRA",1965,0.664164,0.082054,0.540821,0.002295,0.031329,0.007664,0
"Brazil","BRA",1966,0.736559,0.096171,0.596195,0.002822,0.032482,0.008888,0
"Brazil","BRA",1967,0.73791,0.09094,0.601469,0.002871,0.033194,0.009434,0
"Brazil","BRA",1968,0.840813,0.093095,0.697995,0.002518,0.036411,0.010793,0
"Brazil","BRA",1969,0.892549,0.100175,0.738527,0.002495,0.037788,0.013565,0
"Brazil","BRA",1970,0.967597,0.092393,0.812029,0.001597,0.041997,0.019581,0
"Brazil","BRA",1971,1.033496,0.090964,0.881404,0.002523,0.044621,0.013986,0
"Brazil","BRA",1972,1.123719,0.092619,0.965727,0.002716,0.050564,0.012093,0
"Brazil","BRA",1973,1.270435,0.086911,1.11284,0.00364,0.058102,0.008942,0
"Brazil","BRA",1974,1.343315,0.089868,1.175843,0.006523,0.063178,0.007903,0
"Brazil","BRA",1975,1.37882,0.101762,1.193238,0.00718,0.069224,0.007416,0
"Brazil","BRA",1976,1.384664,0.103513,1.187998,0.008231,0.077349,0.007573,0
"Brazil","BRA",1977,1.420028,0.132134,1.187409,0.009937,0.083345,0.007203,0
"Brazil","BRA",1978,1.512666,0.151784,1.2469,0.012719,0.092533,0.008731,0
"Brazil","BRA",1979,1.566481,0.154566,1.293677,0.01365,0.094926,0.009662,0
"Brazil","BRA",1980,1.51667,0.163439,1.228327,0.0154,0.098808,0.010696,0
"Brazil","BRA",1981,1.363079,0.157575,1.082766,0.013465,0.09531,0.013963,0
"Brazil","BRA",1982,1.333787,0.168287,1.040047,0.018597,0.090233,0.016623,0
"Brazil","BRA",1983,1.262423,0.182676,0.960015,0.025793,0.070636,0.023303,0
"Brazil","BRA",1984,1.247875,0.216575,0.911671,0.031143,0.061586,0.026901,0
"Brazil","BRA",1985,1.312947,0.254936,0.932257,0.036511,0.064036,0.025207,0
"Brazil","BRA",1986,1.407967,0.25152,1.019567,0.042873,0.075168,0.018839,0
"Brazil","BRA",1987,1.441272,0.282413,1.021585,0.046602,0.074855,0.015817,0
"Brazil","BRA",1988,1.425572,0.27384,1.016508,0.047095,0.072287,0.015841,0
"Brazil","BRA",1989,1.428649,0.269793,1.024163,0.049364,0.071044,0.014284,0
"Brazil","BRA",1990,1.450887,0.246139,1.007092,0.049659,0.073401,0.050124,0.024471
"Brazil","BRA",1991,1.496017,0.276947,1.021937,0.04784,0.076798,0.048006,0.024489
"Brazil","BRA",1992,1.498395,0.26429,1.047151,0.051207,0.062668,0.047755,0.025324
"Brazil","BRA",1993,1.541938,0.267245,1.08086,0.055099,0.06415,0.047816,0.026767
"Brazil","BRA",1994,1.577844,0.271255,1.112942,0.055816,0.062654,0.04972,0.025457
"Brazil","BRA",1995,1.643136,0.278765,1.164093,0.058727,0.070501,0.045953,0.025099
"Brazil","BRA",1996,1.742448,0.279868,1.242381,0.06389,0.08362,0.047104,0.025585
"Brazil","BRA",1997,1.821151,0.279116,1.304283,0.070386,0.09058,0.051048,0.025738
"Brazil","BRA",1998,1.855469,0.26655,1.34225,0.072563,0.094569,0.055326,0.024211
"Brazil","BRA",1999,1.886351,0.269789,1.357274,0.081095,0.094757,0.05835,0.025086
"Brazil","BRA",2000,1.934246,0.286913,1.361705,0.104861,0.091242,0.061049,0.028475
"Brazil","BRA",2001,1.942441,0.277348,1.356782,0.130101,0.085443,0.06577,0.026996
"Brazil","BRA",2002,1.926925,0.269779,1.325486,0.162308,0.079733,0.062158,0.027461
"Brazil","BRA",2003,1.887129,0.284364,1.272708,0.1693,0.071708,0.061321,0.027728
"Brazil","BRA",2004,1.956637,0.291425,1.297995,0.206879,0.071854,0.058683,0.029802
"Brazil","BRA",2005,1.950622,0.272747,1.285999,0.212098,0.076816,0.074289,0.028673
"Brazil","BRA",2006,1.953552,0.269239,1.282956,0.222712,0.081771,0.068223,0.028652
"Brazil","BRA",2007,2.047249,0.288234,1.341881,0.226679,0.090156,0.0706,0.029699
"Brazil","BRA",2008,2.141657,0.287096,1.387012,0.266269,0.098011,0.073737,0.029532
"Brazil","BRA",2009,2.003804,0.224073,1.350549,0.210565,0.097837,0.094768,0.026013
"Brazil","BRA",2010,2.242226,0.288705,1.456964,0.280356,0.108417,0.077483,0.030302
"Brazil","BRA",2011,2.334078,0.314314,1.533338,0.267934,0.115271,0.071246,0.031975
"Brazil","BRA",2012,2.491823,0.305116,1.638853,0.317018,0.125004,0.073813,0.032019
"Brazil","BRA",2013,2.639368,0.325221,1.697081,0.370331,0.132123,0.08246,0.032153
"Brazil","BRA",2014,2.742072,0.3393,1.753436,0.399518,0.132252,0.08671,0.030856
"Brazil","BRA",2015,2.579841,0.338478,1.610027,0.392151,0.122239,0.085794,0.031152
"Brazil","BRA",2016,2.382041,0.308573,1.512809,0.336778,0.108359,0.084623,0.0309
